id,property_type,adress,neighborhood,city,price,sq_m_built,sq_m_floor_area,n_bedrooms,bathrooms,floor_y,year_built,exterior_x,lift_x,terrace,balcony,second hand,needs renovating,parking,swimming pool,garden,air conditioning,heating,central_heating,heating_type,consumption_in_mkw/m2_year,emissions_in_kgco2/m2_year,orientation,description
103775272,Studio flat,calle de Lancaster,El Raval,Barcelona,330000.0,54,45.0,0,1,1,1900.0,True,True,True,True,True,False,False,False,False,True,True,central,,40.0,7.0,north,"Newly built charming flat with a lovely balcony!The residence, bathed in natural light, stands out for its exceptional luminosity. Both the spacious living room and the master bedroom are generously sized with large windows that flood the interior space with vitality and joy. Upon entering, an elegant entrance hall leads to the spacious living-dining room at the front and the semi-open kitchen on the right, giving it its own independent space.The property is equipped with high-end micro-terrazzo floors, ecological Mitsubishi Aerothermia air conditioning, and water heating systems, top-quality appliances, and double-glazed windows in pine wood. In addition, the building has a lovely communal terrace.If you have any questions, please do not hesitate to contact us. We will be happy to provide you with more information."
101435479,Flat / apartment,calle de Sant Pau,El Raval,Barcelona,450000.0,110,105.0,2,2,1,1850.0,True,False,True,False,True,False,False,False,False,True,True,individual,,162.0,33.0,,"Divided house in Salvador Seguí squareProperty in the wide Plaza Salvador Seguí, in front of the Filmoteca, in El Raval, three minutes from Les Ramblas.Farm from 1850, ITE passed in 2020.Access to the farm is through a numerical code, physical key or video intercom.First real floor without elevator.The recently renovated staircase has security cameras at the entrance and on each landing.It is currently divided (not segregated) into two complete and independent apartments that share electricity, water and gas.Each apartment has its own private keyed access to a bedroom, kitchen, living/dining room, and full bathroom.An apartment, facing northwest, overlooks the Salvador Seguí square, through two windows and a large window with a balcony.Ceilings about four meters.It has light all day and sun in the afternoon.The other apartment, facing southeast, has light all day and sun all morning and noon, through a huge practicable glass wall that opens onto a 50-square-meter terrace, private, furnished, with a retractable awning and for exclusive use. .Ceilings more than four meters with Catalan volta.Both apartments have aluminum carpentry with double acoustic glass, air conditioning and heat pump through ducts in all rooms, radiator heating and unlimited hot water from a centralized gas boiler.Currently, each apartment has a long-term rental agreement.Therefore, this property generates two rents that together add up to €2,150 gross per month, or €25,800 per year.In a pure vacation rental configuration (monthly contracts, the apartment does not have a tourist license) the annual gross increases by 35% to approximately €35,000.In addition to face-to-face visits, I offer the possibility of consulting the rental contracts, as well as the annual report of past rentals, with their associated invoices and receipts.Despite the current long-term contracts, the apartments are designed for seasonal or vacation rentals and include in the sale price everything you need to move in immediately: cutlery, bedding, etc.The apartments are separated by wide stone walls and acoustic fiber on both sides, precisely so that they are not disturbed acoustically.Each apartment has its private key and a security camera in the interior corridor that joins them.Thus, it would be possible to rent an apartment on a vacation basis and another long-term, for example.The flexibility is complete.The owner has rented the property as a single apartment and as two separate apartments.It has rented long-term, seasonal and as vacation rentals.It has had tourists, temporary travelers and locals.The apartments have been designed as high standing homes.The sale price includes all the furniture and decorative objects as seen in the photographs, except the paintings.I highlight: two sofa beds (one of them an original Chesterfield, imported from England, in red leather), two double beds, two tables and their dining chairs, terrace furniture (outdoor sofas, carpet, plants and wooden loungers ).Thanks to the sofa beds, each apartment can accommodate 4 people.The sale price also includes all appliances in both apartments.Two large Smart TVs for the living rooms and two secondary televisions for the bedrooms, two refrigerators, two gas stoves, two ovens, two microwaves, two washing machines (one is also a dryer), two dishwashers, a gas boiler, etc.Both apartments are equipped with kettles, nespresso coffee machines, irons etc.Designed as a business, priced per square meter, the return on investment and the flexibility/adaptability of uses of the property is unbeatable."
102756178,Flat / apartment,calle de les Cabres,El Raval,Barcelona,225000.0,33,,1,1,2,1900.0,True,False,False,True,True,False,False,False,False,True,True,individual,,208.0,43.0,,"*LASOSE* is pleased to present this apartment for sale in the heart of the city: close to La Boqueria Market in El Raval. It is next to the metro station Liceu (L3), surrounded by places of interest such as theaters, cinemas, museums and stores.This charming apartment of 33 m² is distributed as follows:-Large living-dining room with balcony.-Kitchen open to the living room-Bedroom-BathroomThe apartment is equipped with modern amenities, including air conditioning and heating, parquet floors that add a touch of elegance and charming Catalan vaulted ceilings.Don't miss the opportunity to live in this unique property and experience life in the heart of Barcelona, contact us for more information or to schedule a viewing!*LOCATION*It is located a few meters from the famous pedestrian boulevard Las Ramblas, in the center of Barcelona.There are thousands of possibilities for sightseeing or shopping in the vicinity. In addition, walking along Las RamblasRamblas you can see historical buildings until you reach the famous Plaza Catalunya, which is located at the end of Las Ramblas.of Las Ramblas. In the opposite direction, you can walk to the Maremàgnum shopping center,L'Aquiarium and the luxurious Port Vell and also to the Barceloneta Beach to enjoy the whole coastline where there is a great variety of restaurants, bars, cafes and restaurants of all kinds.where there is a wide variety of restaurants, stores and interesting places to visit."
84119197,Flat / apartment,rambla La,El Raval,Barcelona,1350000.0,224,,4,3,1,1910.0,True,False,True,True,True,False,False,False,False,True,True,individual,,,,south,"In the heart of Ciutat Vella, just 100 meters from La Rambla and 8 minutes by bicycle from the beach of Barceloneta, we find this magnificent design apartment completely renovated 9 years ago and with a spectacular terrace of 50 m2 unique in the area.It is an inimitable property in the area, both for its privileged location and its terrace, but especially for the amazing interior design work that was carried out in the reform using modern designs with high quality materials, while at the same time maintaining original pieces of the property and respecting its essence.The property, which has a constructed area of 221 m2 (plus terrace), is composed of two main suite rooms (40 m2 and 35 m2) each with its own dressing room and full bathroom, two double bedrooms (currently used as studios) that share a bathroom with bathtub, a spacious kitchen, a large living room with direct access to the terrace, a second living room of 20 m2 and a laundry room.It should be noted that the floor has a host of extras such as high ceilings, facilities made 9 years ago, tropical wood parquet, first quality materials, suspended toilets, aluminium enclosures with the maintenance of the original enclosures, kitchen with two engines of extraction, among others.If you want to live in a central area, surrounded by all kinds of services and shops, while in a unique property, visit it!"
104245206,Flat / apartment,avenida del Paral·lel,El Raval,Barcelona,350000.0,75,70.0,3,2,5,1970.0,True,True,False,True,True,False,False,False,False,True,True,individual,electric,140.0,28.0,south,"Apartment with elevator and balcony in Avenida Paralelo completely renovated with great taste.It has three bedrooms and a bathroom. We also find a gallery with the dining table and views of the outside.The master bedroom overlooks the balcony and is bright as is the living room with a very good distribution.Spacious and very nice.It has a lot of height,We find all the nearby services and the metro stop Paralelo a few minutes walk. We also have Plaça de les Drassanes and the sea a few meters away.For more information, contact us."
103690013,Flat / apartment,calle d'En Botella,El Raval,Barcelona,199000.0,57,48.0,1,1,2,2001.0,False,True,False,False,True,False,False,False,False,False,True,,,163.0,,west,"Fantastic totally exterior apartment, located on the third real floor with elevator in a building completely renovated in 2001. Sunny, well oriented and very bright. Completely renovated with wooden beams and exposed brick walls, it is ready to move into. The property consists of a living-dining room with 2 windows and views of the street, an open kitchen, a double bedroom, a bathroom with a shower. Aluminum carpentry, electric heating. Excellent location, very central, well connected by public transport, next to the metro station (L2) and Sant Antoni market. Come find out!"
93523130,Flat / apartment,El Raval,Ciutat Vella,Barcelona,120500.0,54,,3,1,3,,False,False,False,False,True,False,False,False,False,False,True,,,,,,"""."
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
104142563,Flat / apartment,calle d'En Roig,El Raval,Barcelona,180000.0,70,65.0,2,1,4,1850.0,True,False,False,True,True,True,False,False,False,False,False,no,,101.0,21.0,,"WILL YOU MISS IT?Apartment completely to renovate in the Ciutat Vella district, next to the Hospital de Barcelona street. Property from the year 1850. It is currently distributed in a dining room, kitchen, two bedrooms, one single and one double and a bathroom. High ceilings with Catalan vault. Located in the most charismatic part of Ciutat Vella, where its narrow streets, the Plaza de Sant Agusti, the National Library of Catalonia and the Romea theater give off a special charm that will transport you to the past. A few minutes walk you will find emblematic places such as Las Ramblas de Barcelona, the Boqueria market and the Gran Teatre del Liceu. Surrounded by old buildings and very well connected by public transport (L3 Liceu).Don't miss this opportunity, don't hesitate any longer! Call now! Exclusive Apialia Product!"
